names,stars,dates,clicks,reviews
kannan k s,3,2021-02-05,26,Add data saver and dark theme.........................
Aishwarya Das,2,2021-02-01,0,Working very slow
Raj Kumar Singh,2,2020-12-25,1,Despirately needed dark mode No video start without our concern means there should be a way to stop them
Eishan aib,1,2021-01-07,2,It cant load my pictures.. #Something went wrong
Yuv Raj,3,2020-12-15,0,Need updates. Can't able to change app theme. Name is lite but still consuming more data.
Sudhir Ahuja,2,2020-12-16,0,it takes time to load posts and videos not fast as insta original
Prem Rana45,5,2021-04-20,0,It is very good. An amazing aap
BEING TURBANATOR,3,2021-01-11,0,Lite version is almost same to th the real one but one thing want is the black theme option
ONLY STATUS VIDEO,5,2021-04-13,0,Very nice work my best video
Js Gaming,5,2021-01-28,1,Nice App no more different than instra gram
Mehdi Chihab,2,2021-03-12,0,So many glitches in this app
Anand Patil,1,2021-01-19,0,"Terrible app, feed doesn't even refreshes"
Imdadur Rahman,3,2020-12-15,0,"Confusion: Released on Dec 9, 2020 Updated on 8 Dec/2020"
Raju Bhai,4,2020-12-30,3,Such a Gud app and I have gave 4 starts for this app becozz it have to develop much more😘
Michael VS,4,2021-03-27,0,"In this app, I can't get the reels. Plz check"
emanuel bapela,5,2021-04-07,0,Is the best app ever before. I rate it 100%.
Vaibhav Verma,1,2021-01-11,1,Does not work properly in dark mode.
Joel Sam Johnson,5,2021-02-26,0,Great small version of the huge Instagram app
Rounak Sharma,5,2021-01-04,0,Best app but please add music option in story
Afaq Ahmed,4,2021-04-17,0,Many features missing still ok
Arpita Patra,5,2021-02-24,0,IT'S a good app...but i have some problem...i cannot follow somebody...even i cant send or see their messages...what can i do?
Super Ajeet,4,2021-03-12,0,This is awesome ❤️❤️ But i can't use music option in my story 😔
Sufyan Hadi,3,2021-04-05,0,Please add dark mode then i will give you 5 stars
ᴄʀᴀᴢʏ_ ʀɪᴅʜɪᴍᴀ,1,2021-04-24,0,Reels option not avilable in my instagram account plzz help me . I want to make reels on my account plzz @its___ridhima297
VIKASH SINGH,1,2020-12-29,1,Despite being lite version it is very very slow
Gaming Freak,3,2020-12-31,2,dark mode issue and video stucks..
bhiku Modi,5,2021-02-06,0,I'm BHOLENATH B.M. Is app so good but updates so late . Thank you by
Pavithra Nandu,3,2021-04-06,0,It take to much time
Reg Aquino,3,2020-12-28,0,Hope we can edit captions on our posts just like on the regular IG app.
Tayyab Ali Badar,2,2020-12-18,23,Video call and voice call can't possible
Khalikingz Kheedros,4,2021-04-20,0,Nice but i can't post a video in my account
Pallavi Sharma,3,2021-02-25,1,Include dark mode as soon as possible then I'll give the app more star promise 🙂
richard francis,3,2021-03-17,0,Please include dark mode fastly..
• • • • • • • • • • • • • •,3,2021-03-05,0,You have to add some new features like instagram.....
Naira raika,3,2021-04-07,0,It's not going so bad but I'll reqiest instagram community to available some things.Voice messages are not available here.Even I can't listen to a voice message.It's also unavailable.I can't zoom photos while posting.You should upgrade the app for better experience. Thank you.
Amit Ankit Kumar,2,2021-04-20,0,Needs more improvement
AIGA AKABA,5,2021-02-03,0,The thing I like most about it is you can talk to famous people
Gian Sharma,1,2021-02-20,0,This is worst app than i ever seen when for first time I opened it or was good but when I was logging in it was showing error again error and when I entered no. For sms it was not sending it but i waited for half hour but it didn't and another thing is that there is not chat option like Instagram... So uninstall it...
takashi sujikanama,3,2021-02-25,0,"Positive point-- this is best for ( 500mb,1GB,2GB ram ). phone you can use this insta lite without any lag your phone .. Negative point-- no dark mode , instragram lite story photos video quality is bad .... original Instagram story photo video is better . Lite version need some work. Thanks for reading ✌️😊💖"
ɪᴠɪɴ ᴛɪᴛᴜs,4,2021-02-17,0,Please add option to watch live
Pratyush Shrivastava,1,2021-01-07,2,"Many accounts are pretending to be @youth_against_rape, the same account is verified on Facebook and Twitter but I don't understand why Instagram isn't accepting the verification request."
Saniya Zaheer,2,2021-01-21,2,Ya it is good but in lite insta we can't see reels but it is best
rambriksh ram,5,2021-03-28,0,A very good app.
Ashutosh Sande,2,2021-02-16,2,"Please fix issues like 1) Dark Mode, 2) Same videos repeats many times in Reels, 3)Active persons not shown in DM, 4) No options for live video, 5) Does not find Accounts after searching many times in search bar, 6) Group messages not open 7) Video does not send in DM 8) Consumes much more data, 9) Photo not zoom 10) Need to refresh the page every times,"
Chandan hardik,5,2021-03-30,0,This app is realy very good But reals is not sow Please solve the problem
King Lux SA,5,2021-04-17,0,"This app is similar to facebook lite and it works exceptionally well. Note, all the features of instagram the original app are included but does not allow you to exceed to your desirable follower target. It's not bad and it's good😍😁"
Akash Chaurasia,1,2021-03-14,0,Nothing visible when using dark mode 👎
Abhay Narayanan,1,2021-01-27,0,New posts not loading.
Nirmala Devi,1,2021-04-08,0,No option for see the video
E2C Quarks,2,2021-02-27,0,Its need to improve Its may be better...
Pubg fighters,4,2021-01-12,0,"Average, Have some bugs and glitches!"
Pabitra Devi,3,2021-03-09,0,Not have a such experience with this app so three star
Nayna Jani,5,2021-02-21,0,"Very Lite and Handy App. Thank you so much Facebook for Creating instagram Lite and Messanger Lite App. Everyone in World dont Use High End iphones as we earn money from very much hardwork so obviously cant spend on high priced smart phones. Therefor, thinking about Low end devices and their user is great step from FB. I wish one day FB too become great Company as Google if they take care of every users like Google does. Thanks once again."
Sangsangi Laxy khiangte,1,2020-12-19,2,"Its not working, i can't change the profile picture ,can't use properly"
Victor Mutuma,5,2021-04-13,0,I love that it uses less data
Sarita Negi,5,2021-02-28,0,Please aap insta lite ki story pe song wala option de do 🙏🙏 we really need it
Sahil Bashir,1,2021-04-21,0,The app is full of bugs. Though takes less storage but is hectic to use. It is quite irritating the way it responds. Do check it and fix it
sniper Dilip gaming,1,2021-03-10,0,Why is the not message being send
Reeta Mehra,1,2021-02-24,0,Ridiculous... I can't share story which i tagged... And i can't share my stories..according to me
Navneet Saini,1,2021-04-04,0,Worst app I can't believe how much you can make us. Fool
thereal MCPM,2,2020-11-20,9,Please add dark theme and make it faster when open page or replying
Sandeep Koundinya,3,2020-12-14,1,Please include dark theme in Lite version as well.
Tembi Memani,1,2021-04-11,2,It doesnt support instagram filters
Vaishnavi Chavan,1,2021-02-20,1,No music oppstion please try
Ajay Prasad,4,2020-12-12,1,Almost good!!... But yeh reel or dark mode ka kuch kar do jaldii..!! 😑😑😑
kashish k,1,2021-04-24,0,"Instagram Lite,, app was Good.. but it not Work Properly as compared to Real Instagram ..... in insta Lite = I didn't make A story.. and,, I can't see Reels.. ,,,, etc. etc... soo ,, I suggest u to install real❤ Instagram.... Baki,,, ur wish..😊"
G Anuradha,5,2021-02-06,0,Instagram story music no opens
Lakhbeer Singh,5,2021-04-21,0,Instagram lite is very useful
Johanase Qata,5,2021-04-15,0,It was fun having this application
Md. Milon Ahmed,1,2021-03-31,0,"Glad to see that lite version exist. Thanks to the developer. But I can't log in my account. It shows that ""Unfortunately app had stopped""."
Hemant singh,1,2021-01-25,0,There is no option to set music on my story...
Naveen SP,3,2021-03-18,0,It also need dark mode option
meet lalka,2,2021-02-26,0,Timeline is showing post at random old seen post come above new post
Putri Eka,3,2021-04-23,0,I can't open direct message
Kapil Thakur,3,2021-03-14,0,Plz give more features specially when we want to post stories.
Saikat Sardar,5,2021-03-11,1,Very useful application I am enjoying it
Sirbali Khan,5,2021-01-07,1,Thanks for making this beautiful and ad free application.
Manohar BT,2,2021-03-23,0,Can't refresh new updates this app
Shaik Affak,5,2021-04-05,0,Nice application wonderfull app mind blowing app nice
Shama Parveen,2,2020-12-18,0,I love this aap 😘😘😘😘😘 but it not have video call options 😭😭 please improve it
Anisha kumari pandit,1,2021-01-13,2,In this instagram lite app me story me music nehi lag raha ha please solve this problem in new update
Mohamed Asbar,2,2021-04-05,0,Yeah its true that its just 2.0 mb and lite version... But still its missing so many useful features..like polling.. resizing or rotating vedios in story section. Etc... plz add these essential features and make it 10 ~ 15 mb
Rahul Kumar,4,2021-04-21,0,You should provide add muaic optin in stories
Akash Krishna,2,2021-01-05,0,It's good but This version very slow working so please give update fastest version please bro
MR K҉A҉Ïf,1,2021-01-10,1,Really bad half of settings are missing
Expert Trader,1,2021-04-11,0,It is too slow I don't like it
Lwanele Matshoba,5,2021-03-20,0,♥♡♥ instagram lite is the best I can now upload my profile picture in this version. I'm so happy
さくらしみ,1,2021-04-02,0,It was nice app but. I want to post some photos but it doesn't working. And please add some filters in the camera. Fix it .😑
Manash Das,5,2021-01-25,1,Very nice app and easy to use.
Deben Saikia,5,2021-02-10,0,reels videos no more
"CARIAGA, Mhey S.",1,2021-03-19,0,too slow to open
Bhomik rajput,2,2021-01-19,2,This aap is gud but i want all stickers in story includeing music..
Sushant Wakale,3,2021-03-10,0,Please bring the night mode...plz plz
RAJESH KUMAR,3,2020-12-14,1,I'm getting unwanted white bar in the bottom & enable dark mode.
Hareesh Kr,3,2020-12-09,1,Plz change the loding animation it's so outdated
5D2 NivasReddy,2,2020-12-20,19,This is in beta version Dark mode not supported And many bugs
Sumit Gupta,5,2021-03-24,0,Hey instagram please help me to apply my reels option so please help me this app is really fantastic 👌👌🥰
Sukamal Shil,2,2021-04-17,0,Please improve it. Many many bugs are there. One of the major bug is dm are not visible!! And voice sms are not seen at all! Please fix ASAP.
Susmit Chakraborty,2,2021-03-21,0,How to stop video from playing automatically in Instagram?
Gaurav Patil,1,2020-12-17,9,It Doesn't work on wifi bro . Please fix.
Sharma G Hp09,5,2020-12-13,4,Nyc app as well as Facebook lite when you use it you better under how it is.
Jitesh Singh,5,2021-04-17,0,I have no words to prove it . It is the best.
Amrit Chettri,2,2021-02-12,0,"If you have a better phone ,then I recommend the normal app. This app is too slow, whenever I try to open any account, video etc. it takes much time to load like you're using a browser in 3g network."
Khushbu Sheikh,2,2021-04-11,0,Ad song in story
Iremide Ideraoluwa,1,2021-04-01,0,It is not even loading 😫
Ricky Yadav,1,2021-01-22,0,Story music options are not available
Ahrar Beigh,1,2021-04-09,0,"It does not support any features of instgram and most of the time does not display messages. Also you can't interact in stories. Seriously, not worh downloading."
BHAKTI VAISHNAV,2,2021-03-05,0,I give this 2 star bcz 1. in this app you can't share any story with proper (uses of anything u cant add any music or anything else...) 2. A lot of story or messages will not open in DMs. 3. Your emojies will not show in DMs Such a irritating app😅
Johan Sam,1,2021-03-22,0,I have no comments for this app. This app is not a good one I know that It doesn't take a lot of time or data but it's a waste when I opened the app I saw how bad the loading took.... It took forever and then I didn't have any problem with the WiFi but it still was not clear the worst app I have ever seen but aleast it has Instagram
Naveen Gowda,1,2021-04-23,0,Reels option not available in my Instagram
SAROY Faimly,1,2021-03-08,0,Doesn't works at all 😡 Worst app ever
Favour Nicholas,2,2021-03-23,2,"This app is great but they are many problems 1.there is no typing in it like the original one.2.it likes showing me that I have used 70,90,and 100 percent of my free facebook, which I don't like. Please and please fix this ."
anikit songs,5,2021-03-07,0,"Everything is fine in this lite app. As far as i think just leaving some features , other everything is same . U cant add music in story. It creates an uncomfortable stories to us to post and many more disabilities are there in this app which i didnt like"
Er Hemant Kumar,4,2021-01-23,0,Working Perfectly But Please add Dark mode theme...
Sri Harish,3,2020-12-18,0,Its not properly adjust my screen resolution
#Shorts,1,2021-02-16,0,it works so slow....
Chandrashekhar Birajdar,5,2021-04-23,0,It's all good... But it doesn't have the option of video call and voice recorder😔... It will be very much nice if we got these two options... 🤗
Sanvi Maurya,5,2020-12-16,18,There are many bugs in this app ..
Sathyasheelan B,1,2020-12-23,0,Not so bad..but it has no reels...and many more things...
Arun.sweet.song. Paswan,5,2021-03-09,0,Video notification not show
ďêvįł bøý,5,2021-03-17,0,Insta reels not avilable in me
Sumit Gupta,1,2021-03-10,0,must be reels video options
Rakhee Kumari,1,2021-02-02,0,If there is a option of 0star i were given 0 to it. Everytime I try to sign up with a well managed valid email id but still it doesn't accepting 3 ids got banned while creating a single account after adding phone no. Then also got account deactivated for no reason. Very cheap and disgusting management instagram. #mostgisdustingsiteinstagram 😠😠😠😠😠😠
Kartik rawat,5,2021-03-10,1,this app are save the phone storage
Rian Rabe,3,2021-04-04,0,Trying to find dark mode. Help!!
Future Films,4,2020-12-18,5,"This application is helpful to save data, so i like this app 👍"
DM Collection,4,2021-03-06,0,I love This App....it is soo fast❤️😍
Pascal Mahoro,3,2021-04-13,1,It is a good app. I like this app which does not consume much data. The problem i have is that i can not upload my videos. It only uploads my photos
Twinkle gaming,5,2021-04-04,0,My instagram story has not music option plz check
Fridah Lukwesa,5,2021-04-18,0,I enjoy using this app very much
VJR Eman,3,2021-03-17,0,"It's good but, slow"
That Girl Slimmas,1,2021-03-12,4,Worst app ever.........when I try to upload a photo it just shows slow camera ....when I don't and I wanted to upload a image from my gallery ......this is so gross and I hate it .......I wish I could give it no stars......sorry for being harsh but it is nothing like the real instagram
Kalu Nkunku,5,2021-04-05,0,Thank for all is a good thinks you are help to work well all thinks that good
YouTube Masala,2,2020-12-16,0,Make more bug free and lag free 🆓 Do it for enhance stability of the application
Kenedy Wachira,5,2021-04-03,0,Best. Of all apps
Deepak Yadav,5,2021-03-20,0,"Thigh, I have to go through it and the surrounding countryside and a bit. I'm a big fan. this was not able the first one. It has to go on to the end date for this is not valid to be in a bit. I'm a big fan. This was not able the first one. It has to go yet it means that you have to say I 50th anniversary flowers and get a quote for car. We will need the original manufacturer, and a bit. I'm a big fan. This was not able the first one. It has to go on, I will not sure about that I am going through"
Rohit Kumar,5,2021-04-21,0,Its really a good lite version
Manphool Singh,5,2021-04-16,0,Instagram reels don't come my phone
Debasish Mahato,3,2021-01-01,2,Why upload quality is low?
MRS Gaming,2,2020-12-23,1,Not showing updated feed no stickers not good st present
sandeep ji kumar,1,2021-02-16,0,Very good but effect ki kami hai
neha Harsana,1,2021-03-15,0,This app is not start in my phone but very good
Dheer Prashant Singh.,4,2021-03-19,0,Some features are misssing. I experienced some lags but that might be because of my old phone. Overalll it is useful to use on low end phones or when your internet is slow or unstable.
Nirosh Karunagaran,4,2020-12-17,2,Everything is awesome just add dark theme then I will update my review to 5 stars
KIING MOSHKA,5,2021-04-22,0,Love it I have been waiting for Instagram lite 🔥
Vamsi Krishna Gudipudi,1,2020-12-14,0,Very slowwwww app compared to instagram very fu..king slow
Jay Vardhan singh,4,2021-04-02,0,Instra lite app is good but 1 problem any share video can't see.. But this app is good app if you have any problem of data or storage. Than download instra lite..
Rise and Shine,3,2020-12-24,1,I would give three stars by the overall performance as far as bugs and quality of this lite version are concerned. Sometimes new posts don't pop up on the screen and it occurs issues in notifications as well. I had been wishing to have the lite version of Instagram and here I got this one. Everything is considerably relevant except some issues. It shall take 60/100.
AMV ANIME99,5,2021-03-12,1,This is best app in the world . Please subscribe my channel. Just Skyler Amv
Saket_05,1,2021-04-15,0,Please provide dark mode.
Lalit Thorat,3,2021-01-31,0,Dark mode option is not available
Vîgñësh Vīçky,1,2020-12-10,30,"Copied from Facebook lite 🙄 give data saver options, dark themes etc..."
KRISHNAKANT KUMAR,5,2021-04-02,0,Reelse videos not avlibel
Sourav Chakraborty,1,2021-01-23,0,Not good. Operations are strictly limited. Web version is better.
Adarsh yadav,1,2021-04-10,0,Not at all worth. It keeps showing 2 days old post just like fb lite. Even on refreshing it won't refresh the content. Bad algo design for Content.
Ravanit Dahiya,2,2021-03-30,0,It's good to use but have problems to load the pages and massages. It also don't have facilities to add music to the story.
Eldho Jose,3,2021-03-22,0,Missing dark mode
Mercy Mwaniki,3,2021-04-14,0,Uses way less data unlike the original app
MURSHEED مرشد,1,2020-11-05,8,it's good and perfect it take less memory but there is some falt. i can't change my user name so please improve it
Adarsh Singh,1,2021-02-22,0,Faltu faltu app because the main proublem is new feed is not shaired
Santiago D'hers,4,2021-03-20,1,Please add dark mode!!
Lou,1,2021-04-22,0,Long way to make it work
manoj ruj,3,2020-12-10,2,Everything is fine in this app... But please add dark mode.
sabbath jamatia,5,2021-01-22,0,its nice but u should add more in the story session
Mina J.ali,3,2021-03-07,0,"This lite verson is good, but why i gave 3 stars bcoz of after posting a photo, the photo shows bad quality, which is i got dissapointed and also in croping too, like i cannot crop the side which i dont want too"
Gaurav Singh,2,2020-12-11,29,Please add insta reels and data saver mode in this app as soon as possible
PP Gamer,1,2021-03-11,3,so slow so many bugs
Dhannjay Valmiki,5,2021-03-12,1,Very very very very very very nice app
supriya JAGTAP,5,2021-02-25,0,Ye insta lite he aisa lagta he nahi ..... There are features like insta only yarr.... I love this app so much ❤️😘
Vasim akram,5,2021-02-19,0,It is very fast installing in phone
Nowhere King _/,4,2021-03-11,0,"Its a very good alternative of instagram. But I've a problem with this. The problem is I'm unable to see reels on Instagram lite but my friend, named Avijt is able to see reels . I don't get this plz fix this issue"
Sonal Pillai,3,2021-03-12,0,Plz add the theme option. N same features of insta also
SHIVAM PANDEY,1,2021-02-03,0,No story music option
Chubby girl,1,2021-02-18,0,Worse app ever😶 Don't download this app its all useless💔 Not Available proper functions 🙄
Ibraheem Abdulazeez,1,2021-04-04,0,It's very exceptional...
Mohammad Jafar,2,2021-03-14,0,I can't set song on photo so this feature plz set
Jaspreet Singh,1,2021-03-31,0,Can't make new account plz fix that problem
Dhruv,5,2020-12-26,2,Sir Or mam I am your biggest support Let me tell you what we need in this Dark mode on time Message notifications Instaram Rells And most important is add song option in story
manoj,4,2020-12-17,1,It is not occupying full screen and the dark theme is not available 😕
Tarun Singh Rawat,3,2021-02-18,0,Although it is a good app but there are some issues which I felt should be corrected. The main issue is the developer should enable dark theme in this version too.
Bahubaliii GaMeRs Zone,1,2021-04-14,4,I can't see stories & igtv! Fix this bugs & errors & get 5 stars from me. Also add autoplay videos off option! It's consuming too much mobile data
Anitha jesus Anitha jesus,1,2021-02-23,0,Im giving only 1 star because of these reasons: One:it takes a lond time to load Two:no reels or story option Three:it gets stuck everytime i take my feeds.... So please try to fix these...
Renuka Jasrotia,1,2020-12-19,0,"It is such a pathetic version. It's not even opening. After downloading it, I spent my half an hour opening it. But, it didn't worked. I didn't even want to rate it 1 star its such a pathetic app. It will waste your time. I will advise the makers of the app to kindly pay their attention on it."
Raman Deep,5,2021-03-26,2,"This app will be really a gorgeous appp. But it was not like a fully completed app . Instagram please add music,mentions,etc in add story and have some brilliant stickers on this appp."
Gaurav Saini,5,2021-03-09,0,This is very light app.
KEKANDA FAKHRUL 6666,5,2021-04-18,0,🇲🇾🆗🆒THE BEST SOCIAL EVER & VERY EASY TO USE THIS APPS🆗🆒😎😘🇲🇾
Rohit pikaa,1,2020-12-09,4,This app is not open and no working .I request to give a new update to working app
VIRTUAL EXPLORER,1,2021-04-22,0,please add dark mode
THAKUR GAMERZ,4,2020-12-14,1,Plz add rells option and fix lagg so it will be better
Mithun Mistry,1,2021-03-31,0,It has been some bugs
Surendhiran B,3,2020-12-15,0,Notification Not coming at the right time
Shreyash,3,2021-03-12,0,Its good but not as Instagram it doesn't allow much options such as you can't use the sticker on the stories and much more. Facebook lite have everything that Facebook have but Instagram lite doesn't provide all the facilities 😠.
FONG CHANG FOON,1,2021-02-24,0,Pls update to get new version I can't post any photo and video also
Bhundiya Bhavik,1,2021-04-04,0,"Dear Instagram, My Instagram account shows an notifications caned 'action block' when follows mistake so please clear thi as soon as possible I am a regular user of Instagram and as well as I love to use this app but from 20 days without ang reason I am getting this error again and again. Please I request you fix this error as soon possible. I'd :- @attitude__no__savaj Thank you"
Sunny Saini Saini,3,2021-04-22,0,That it very good app for normal use ka liye
ABHISAR VARSHNEY,1,2020-12-18,0,Not that great.... lots of features are missing!
Ummi Abania Abdul Ghani,5,2021-02-20,0,Thank you because accept my request to make Instagram Lite!!! 😍😍😍
Pasindu Dias,5,2021-02-19,0,Thanks for prepare insagram lite version app
Berri Berrie,5,2021-04-06,5,Fast and uses less data
Seetu Khan Deaf and Dumb,3,2021-01-21,0,"This version of Instagram uses less data and works in all network connections Instagram Lite makes it easier to bring you closer to the people and things you love. The Instagram Lite app is small, fast and works on all networks. Enjoy the best features of INSTA like connecting with friends, sharing what you’re up to, or seeing what’s new from others all over the world. Explore our community where you can feel free to be yourself and share everything from your daily moments to life's highlights"
MR7 Planet,5,2021-01-22,1,Good app but still need lot of improvement
Aᴊᴀʏ Sᴀɪɴɪ,2,2021-03-30,0,The app is good but I face a problem in it and that's this insta lite don't have song collection that we put on story for that I have uninstalled the app plz fix it ...... After that I love 💕 this app
Aadhithya T,5,2021-04-17,0,I love it more than face book
Irfan Gulagundi,3,2021-02-28,6,Missing the Dark Mode....
Harshit Shukla,1,2021-04-15,0,"Too many ads, Content resolution is low. Can't pause/resume/forward videos. No gif or audio support."
BHADRA SEN,2,2021-01-28,21,"I request you to give the data saver option in the Instagram Lite app because without this option, a lot of internet MB is being spent on the mobile, such as 720p while watching the video. Add the data saver option to the update."
Nkanyiso Sabelo,5,2021-04-16,0,I really love this app
Masoom Raza,3,2021-02-07,0,No video Reels provided in this lite version
dollseerat Randhawa,3,2021-04-12,0,Where is reels video options i dont show in instagram lite
liya fathima,5,2021-03-15,0,This app was so amazing i really like it
Dada Chenia,4,2021-04-22,0,It's a good app. But it does take longer to load. It does use less data But I think the real Instagram is better
Prashansa Das,1,2021-02-15,0,It is worst than the other one. I can post a new feed
UNISHA GANDHI THE BESTEST CHILD MOJER,5,2021-03-15,0,LOVE THIS APP BCOZ IN INSTAGRAM SAME FEATURES ARE THERE LIKE INSTAGRAM LITE ISKI MB BHI KM H TO ACHHA H🤫💝
Vandana Tiwari,5,2021-04-04,0,It's cool but some functions are not available but My phone storage is all most full so i can't install the original version so all together it's fine u should also try it
Samriddhi Sensharma,3,2021-02-16,0,In this app... I can't post my stories perfectly😡😠
Nikhil Kumar Gupta,5,2021-03-10,0,Good for commentating
Prashant M,1,2021-01-15,2,There is no option for video calling. Useless app.
Purp0se M,1,2021-04-06,0,"i fail to understand how a lite version of an app doesn't have an option to toggle on/off video auto play 🤦🏽‍♂️ why is there no toggle for dark mode, it's 2021 for goodness sake."
ᴅɪᴠᴀɴꜱʜᴜ,5,2021-01-10,0,"This is very bst app but stories music isn,t This is not good I like this app"
Bhaskar Jyoti Bordoloi,3,2020-12-23,0,Not give a smooth experience.... like facebook lite😕😕 Please add a dark theme
priya Tiwari,2,2021-02-26,2,Please do improvement in stickers in stories tp reply it
Zain Tech,2,2021-02-16,0,"Can't download images, UX not so good like Facebook, when i search for something it does not show me images as fb, amd many more issues that i can tell."
Manoj manoj,5,2021-04-15,0,Very very best app instagram lite
Gold Vel,2,2021-04-21,0,Would not let me make an account or log in it would say check the bla bla bla that I've done so many times now. Re installed the app agi5an and did it again. Please fix it.
zohaib lifestyle and health tips,1,2020-11-22,6,Why I couldn't login into my accounts set this error....
Geeta Sangani,4,2021-02-13,0,I like this app. But i give 4 stars cuz whem a chat is old 1 week I cant open it. It says try again after some times. I need to delate the chats. Plz fix it.
sgs vd,5,2021-03-25,0,I love using this app almost everyday! This app has helped me to share my experience and to make more friends.I haven't faced any problems with this app! Keep the good work instagram!
Praveen Senthil,5,2021-01-09,1,Super entertainment app in the world but data is more spend
The Alchemist.,1,2021-03-01,0,You cant save a photo and and you cant react to a massage and that is anoyying..😢🙍
OG Joh,1,2021-03-27,0,I thought that I will reduce data costs by using this but i ve found no difference with the original app so better I use the original because it has good features
monu arorak,1,2021-04-05,1,That was so bad app its had no video calling options and when I want to post a story this app was going to much slow and like the app is started hang. Please fix the problem
Anish Talpade,3,2020-12-14,0,"Love the compressed version of Instagram. However, one of my key issues for downloading this is that there is no Dark Mode which is essential for me as a user because it helps me not stress my eyes at night. So, please look at that! Thank you."
Divyansh Bakshi,4,2020-12-14,0,Just hated the loading bar and need dark mode
Ayush Sharma,5,2021-03-05,0,Instagram reels are not come in my phone
David Pal,2,2021-01-27,0,Reliable for only those who just use instagram for seeing posts. There are very little features as compared to instagram (original version) . Boring !
Guru Mallappa,1,2021-04-03,0,We can not add highlights
Izhrr Hfz,1,2021-03-21,0,"Unfortunately, I cannot enter my group chats, lacks dark mode, shadow tint to change sectors, and also it became more buggy after 2 weeks of testing the app."
Rounak Raj,5,2021-04-23,0,Very bad only for chalte chalte stop
Raman Dhaliwal,1,2021-04-11,0,Mere kol video edit lea option nai hai es vich and when frds mention me in story that story not add in my story
RANVIJAY SINGH,1,2021-02-21,1,No Dark mode in this app. Music option is not available in stories. Reels feature is also not available. Please update this app and make it more better and give all these features in this app then i install and use it.
17music,3,2021-04-24,0,Instagram lite doesn't take too much storage space than orginal.It very better app but sometimes it take too much of time for load post.
Shivam gaming FF,3,2021-03-12,0,this like Instagram but still useful
Own World,4,2021-01-29,0,Good but slow
RS GAMING,5,2021-04-21,0,Reels options not coming from
Baby Bunny,2,2020-12-20,2,"Firstly, There is no option for voice messaging and i can't even post videos dude!! Neither can i repost someone's story or whatever..Many stickers are not available here and many other important options are not available...Seriously ??? This is such a bad app i hardlly rated this 2 stars...If u really want 5 stars for this app then you should really improve it otherwise this wouldn't go well!!"
Prem Joshi,2,2021-02-21,0,It needs very much hard work on it. Many things are not working correctly. And add reels options in it.
Mahesh Shelke,1,2020-12-21,0,Need many improvements. Like refresh and feed
Radhika Tenali,4,2021-02-18,0,Not very fine but it's fine .... Simply its website like experience in app ...but we can't expect lot of things in small space occupying app...I only installed because it occupies low space and better than chrome
Naveen Gollavilli,5,2021-03-05,0,It was a good app less storage app 😍
Dhairya Rathod,3,2021-03-30,4,Nice but where's the data saver option?
Aman Nalawade,5,2021-02-21,1,I have no reels option in Instagram Lite
Chandansingh Sarathe,2,2021-01-28,0,Dear instagram music and search options not enable please help me
Constancio Estibeiro,4,2021-01-17,0,Little bit lag is there from normal Instagram app
Kishorsk 07,3,2020-12-22,1,Still u need to improve some area and give some updata as like facebook lite verision
Rahul Kumar,1,2021-02-27,0,"By default dark theme, no multiple photo upload and can't adjust photo in frame. So basically it's better to use website."
DANCER KING,2,2021-03-15,0,I give it only 2 stars because video uplode problem
Abdullah Ali,3,2021-03-04,0,"Needs to be worked on. On redmi Dark mode, no functionality is visible as background and icons both are black. Please work on improving the UI."
Abhay Guleria,5,2021-04-23,0,App is just awesome But stories take much time to upload. Reels consume internet rapidly..... Overall nice app ..
Jeswin Cyrus,3,2021-03-09,2,"It wasn't that good , the stickers doesn't support and no camera filters , don't download this . Download the original one."
Irfan Khan,2,2021-01-19,4,This app not refresh quickly bad experience
Mokgadi Mkhomole,2,2021-04-14,0,The only thing that I don't like with this app u can't video chat or even send a voice note 😩😩😢I needed this app cause my phone has no space to download the other Instagram 😔
maheen creations,3,2021-02-07,1,Its good but very loading
Chelsea Isoh,2,2021-04-18,0,Need more improvement and update
Hassam Abdullah,1,2021-01-26,0,Newsfeed remains stuck even after 2 days
Aisyah Sanusi,5,2021-03-22,0,Everything is the same except you can't specify which collection you want to save a post on and the story is basic. I'll use this for when I'm going on a vacay or something ≧◠◡◠≦
Adarsh Pandey,1,2021-04-13,0,Worst lite version ever ...😡 It crashes almost in every two min. Not compatible for all devices.
Jeet Marthak,2,2021-04-03,0,I can't see insta reels sometime i can see it but again the same promblem.Even i can't see the reels shared in group.And can't post a story of video .......plese fix this promblem...........😞😞
Knowell Rapa,4,2021-01-29,1,It's good but something went wrong
Adii Yaduvansi,1,2021-02-25,0,Too slow and very poor experience with it . Although it is a 'lite' version yet it suffers in slow internet .
A C,4,2021-03-14,1,Hope can see dark theme very soon
Muhammed Rizaf,3,2021-04-05,0,dark mode is unavailable...😐
Samaira Jagtap,1,2021-02-04,1,Worst experience! Doesn't functions att all I couldn't do any basic thing properly It's just good for watching posts and stories You can't properly upload pictures by editing
kavya Poojary,1,2020-12-19,0,this app is so nice better in big instrgram 😣😣😣😣😣
Abhishek Pandya,5,2021-02-03,1,Please add the dark mode on instagram lite plz fast plz fast add darkmode update
Anjan Zone,5,2021-04-14,0,Amazing App For Video Creaters
